Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold,key
01/12/22,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,585.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/12/22,Retail,ValueStore,Central Depot,Personal Care,PRD0024,6096.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/12/22,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,810.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/12/22,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,810.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/12/22,Retail,ValueStore,South Depot,Personal Care,PRD0024,8592.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/12/22,Online,DailyNeeds,East Depot,Bakery,PRD0016,9264.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/12/22,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,960.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/01/23,Online,FreshMart,North Depot,Pantry,PRD0038,10290.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/01/23,Retail,FoodBazaar,South Depot,Household,PRD0030,1152.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/01/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,11655.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/01/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1248.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,12624.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0009,128250.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/01/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,13632.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/01/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1632.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/01/23,Retail,SuperShop,West Depot,Produce,PRD0040,1750.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/01/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1800.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,18810.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/01/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,19392.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/01/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,1980.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,1992.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/01/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2016.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/01/23,Retail,QuickPick,South Depot,Bakery,PRD0016,216.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/01/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,225.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/01/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,25560.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2790.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/01/23,Online,FreshMart,North Depot,Dairy,PRD0012,280575.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/01/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3072.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/01/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,3768.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/01/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,405.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/01/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,495.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/01/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,501390.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/01/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5040.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,5310.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/01/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,540.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/01/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,5424.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/01/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,600.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/01/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,630.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,675.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/01/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,720.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/01/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,720.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/01/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,7470.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/01/23,Retail,QuickPick,South Depot,Bakery,PRD0017,768.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/01/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,8352.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/01/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,855.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/01/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,9576.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/01/23,Online,FreshMart,North Depot,Snacks,PRD0007,990.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/02/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1032.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/02/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1128.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/02/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,12672.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/02/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1440.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/02/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,14850.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/02/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16536.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/02/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,180.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/02/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,180.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/02/23,Retail,SuperShop,West Depot,Produce,PRD0040,1800.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/02/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,18696.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/02/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,2040.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/02/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,2136.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/02/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,22860.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/02/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,23175.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/02/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2340.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/02/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,24240.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/02/23,Online,FreshMart,North Depot,Pantry,PRD0038,24450.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/02/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2475.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/02/23,Online,FreshMart,North Depot,Dairy,PRD0009,255150.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/02/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,270.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/02/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,3000.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/02/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,3072.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/02/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,315.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/02/23,Online,FreshMart,North Depot,Snacks,PRD0007,3150.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/02/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,360.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/02/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,405.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/02/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,480.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/02/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,504.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/02/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,506745.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/02/23,Online,FreshMart,North Depot,Dairy,PRD0012,521685.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/02/23,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,540.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/02/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,6360.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/02/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6750.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/02/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,6795.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/02/23,Retail,FoodBazaar,South Depot,Household,PRD0030,6840.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/02/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,71856.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/02/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,720.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/02/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,763.2,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/02/23,Retail,QuickPick,South Depot,Bakery,PRD0016,768.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/02/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,7896.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/02/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,7920.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/02/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,945.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/02/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,990.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/03/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,10392.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/03/23,Online,FreshMart,North Depot,Pantry,PRD0038,10650.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/03/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1128.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/03/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1368.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/03/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1395.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/03/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,164025.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/03/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,166365.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/03/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,166416.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/03/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1710.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/03/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,19560.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/03/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,2232.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/03/23,Retail,FoodBazaar,South Depot,Household,PRD0030,2304.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/03/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,2340.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/03/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,2400.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/03/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2472.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/03/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2520.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/03/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2880.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/03/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,315.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/03/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,31905.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/03/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,32544.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/03/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,32736.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/03/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,360.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/03/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,4095.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/03/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,4176.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/03/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,4224.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/03/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,4368.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/03/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,45810.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/03/23,Online,FreshMart,North Depot,Snacks,PRD0007,4725.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/03/23,Online,FreshMart,North Depot,Dairy,PRD0009,477342.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/03/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,480.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/03/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,4848.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/03/23,Retail,QuickPick,South Depot,Bakery,PRD0016,552.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/03/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,5535.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/03/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,585.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/03/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,6030.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/03/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,630.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/03/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,675.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/03/23,Retail,SuperShop,West Depot,Produce,PRD0040,7200.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/03/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,810.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/03/23,Online,FreshMart,North Depot,Dairy,PRD0012,896472.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/03/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,8976.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/03/23,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0020,945.0,Retail_QuickPick_Harbor Depot_Frozen Foods_PRD0020
01/03/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,990.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/04/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1008.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/04/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,11925.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/04/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,12465.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0026
01/04/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,13030.00008,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/04/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,15480.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/04/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,16515.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/04/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1656.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/04/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,1680.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/04/23,Retail,QuickPick,South Depot,Bakery,PRD0016,1704.0,Retail_QuickPick_South Depot_Bakery_PRD0016
01/04/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,17904.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/04/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,180.0,Retail_QuickPick_Lakeside Depot_Frozen Foods_PRD0023
01/04/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,1800.0,Retail_ValueStore_Lakeside Depot_Frozen Foods_PRD0021
01/04/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1872.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/04/23,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,191040.0,Retail_ValueStore_Harbor Depot_Personal Care_PRD0024
01/04/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,1992.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/04/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2088.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/04/23,Online,FreshMart,North Depot,Dairy,PRD0009,209520.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/04/23,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2295.0,Retail_SuperShop_Harbor Depot_Frozen Foods_PRD0021
01/04/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,2385.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/04/23,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,2430.0,Retail_FoodBazaar_West Depot_Frozen Foods_PRD0022
01/04/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,2520.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/04/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,2544.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/04/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,270.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/04/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2745.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/04/23,Retail,FoodBazaar,South Depot,Household,PRD0030,2808.0,Retail_FoodBazaar_South Depot_Household_PRD0030
01/04/23,Online,FreshMart,North Depot,Snacks,PRD0007,2925.0,Online_FreshMart_North Depot_Snacks_PRD0007
01/04/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,32808.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/04/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,33075.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/04/23,Online,DailyNeeds,East Depot,Snacks,PRD0005,35775.0,Online_DailyNeeds_East Depot_Snacks_PRD0005
01/04/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,4005.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0021
01/04/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,405.0,Retail_FoodBazaar_Downtown Depot_Frozen Foods_PRD0026
01/04/23,Online,DailyNeeds,East Depot,Dairy,PRD0008,449820.0,Online_DailyNeeds_East Depot_Dairy_PRD0008
01/04/23,Online,FreshMart,North Depot,Pantry,PRD0038,53400.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/04/23,Retail,SuperShop,West Depot,Produce,PRD0040,5400.0,Retail_SuperShop_West Depot_Produce_PRD0040
01/04/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,5448.0,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/04/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,585.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/04/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,6048.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0015
01/04/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,672.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/04/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,67704.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/04/23,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,744.0,Retail_ValueStore_Downtown Depot_Bakery_PRD0017
01/04/23,Online,FreshMart,North Depot,Dairy,PRD0012,822636.0,Online_FreshMart_North Depot_Dairy_PRD0012
01/04/23,Retail,ValueStore,Central Depot,Personal Care,PRD0024,8400.0,Retail_ValueStore_Central Depot_Personal Care_PRD0024
01/04/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,90.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/05/23,Retail,ValueStore,South Depot,Personal Care,PRD0024,0.0,Retail_ValueStore_South Depot_Personal Care_PRD0024
01/05/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,1035.0,Retail_FoodBazaar_Lakeside Depot_Frozen Foods_PRD0023
01/05/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,11352.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0018
01/05/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1392.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0016
01/05/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0026,1530.0,Retail_FoodBazaar_Harbor Depot_Frozen Foods_PRD0026
01/05/23,Online,DailyNeeds,East Depot,Bakery,PRD0016,16032.0,Online_DailyNeeds_East Depot_Bakery_PRD0016
01/05/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,1776.0,Retail_FoodBazaar_Uptown Depot_Bakery_PRD0014
01/05/23,Retail,QuickPick,South Depot,Bakery,PRD0017,1800.0,Retail_QuickPick_South Depot_Bakery_PRD0017
01/05/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1872.0,Retail_FoodBazaar_Downtown Depot_Bakery_PRD0015
01/05/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,1935.0,Retail_ValueStore_West Depot_Frozen Foods_PRD0023
01/05/23,Online,DailyNeeds,East Depot,Bakery,PRD0017,20352.0,Online_DailyNeeds_East Depot_Bakery_PRD0017
01/05/23,Retail,QuickPick,Lakeside Depot,Bakery,PRD0018,2040.0,Retail_QuickPick_Lakeside Depot_Bakery_PRD0018
01/05/23,Retail,SuperShop,South Depot,Frozen Foods,PRD0020,225.0,Retail_SuperShop_South Depot_Frozen Foods_PRD0020
01/05/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,225.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0026
01/05/23,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,2250.0,Retail_ValueStore_South Depot_Frozen Foods_PRD0020
01/05/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,24795.0,Retail_ValueStore_Harbor Depot_Frozen Foods_PRD0022
01/05/23,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,2496.0,Retail_FoodBazaar_Harbor Depot_Household_PRD0031
01/05/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,2520.0,Retail_QuickPick_Uptown Depot_Bakery_PRD0015
01/05/23,Online,FreshMart,North Depot,Dairy,PRD0009,252180.0,Online_FreshMart_North Depot_Dairy_PRD0009
01/05/23,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0023,270.0,Retail_QuickPick_Downtown Depot_Frozen Foods_PRD0023
01/05/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,2902.00008,Retail_FoodBazaar_Harbor Depot_Bakery_PRD0017
01/05/23,Online,DailyNeeds,East Depot,Snacks,PRD0004,30735.0,Online_DailyNeeds_East Depot_Snacks_PRD0004
01/05/23,Retail,FoodBazaar,South Depot,Bakery,PRD0016,3432.0,Retail_FoodBazaar_South Depot_Bakery_PRD0016
01/05/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,3456.0,Retail_SuperShop_Harbor Depot_Bakery_PRD0014
01/05/23,Online,FreshMart,North Depot,Pantry,PRD0038,37350.0,Online_FreshMart_North Depot_Pantry_PRD0038
01/05/23,Retail,FoodBazaar,South Depot,Household,PRD0030,3888.0,Retail_FoodBazaar_South Depot_Household_PRD0030
