Date,Channel,Chain,Depot,SubCat,SKU,UnitsSold
01/12/23,Retail,FoodBazaar,West Depot,Household,PRD0031,504
01/12/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0030,5040
01/12/23,Retail,SuperShop,Uptown Depot,Produce,PRD0019,50400
01/12/23,Retail,QuickPick,Uptown Depot,Bakery,PRD0018,5112
01/12/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,5208
01/12/23,Retail,ValueStore,Uptown Depot,Snacks,PRD0005,5220
01/12/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0023,5265
01/12/23,Retail,FoodBazaar,Central Depot,Bakery,PRD0018,528
01/12/23,Online,DailyNeeds,East Depot,Pantry,PRD0034,53400
01/12/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0021,540
01/12/23,Retail,SuperShop,Central Depot,Produce,PRD0040,5400
01/12/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0023,5400
01/12/23,Online,DailyNeeds,East Depot,Snacks,PRD0003,5445
01/12/23,Retail,SuperShop,South Depot,Bakery,PRD0018,5518.99992
01/12/23,Retail,SuperShop,Lakeside Depot,Bakery,PRD0016,552
01/12/23,Retail,ValueStore,Lakeside Depot,Bakery,PRD0017,552
01/12/23,Online,FreshMart,North Depot,Dairy,PRD0010,55220
01/12/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0005,5625
01/12/23,Online,DailyNeeds,East Depot,Dairy,PRD0012,567346
01/12/23,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0022,5715
01/12/23,Retail,ValueStore,South Depot,Snacks,PRD0005,5715
01/12/23,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0022,5715
01/12/23,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0018,5736
01/12/23,Retail,FoodBazaar,West Depot,Household,PRD0028,576
01/12/23,Retail,QuickPick,South Depot,Bakery,PRD0016,576
01/12/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0021,585
01/12/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0021,585
01/12/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,585
01/12/23,Retail,FoodBazaar,Lakeside Depot,Produce,PRD0019,58560
01/12/23,Online,DailyNeeds,East Depot,Pantry,PRD0035,59370
01/12/23,Retail,ValueStore,South Depot,Produce,PRD0019,59520
01/12/23,Retail,SuperShop,West Depot,Bakery,PRD0014,600
01/12/23,Retail,ValueStore,Uptown Depot,Bakery,PRD0016,600
01/12/23,Retail,ValueStore,West Depot,Bakery,PRD0014,600
01/12/23,Retail,QuickPick,Harbor Depot,Produce,PRD0040,600
01/12/23,Retail,QuickPick,Harbor Depot,Bakery,PRD0015,600
01/12/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0015,6072
01/12/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0014,6118.99992
01/12/23,Retail,ValueStore,West Depot,Frozen Foods,PRD0022,6120
01/12/23,Retail,SuperShop,West Depot,Household,PRD0031,624
01/12/23,Retail,ValueStore,Harbor Depot,Household,PRD0031,624
01/12/23,Retail,ValueStore,Harbor Depot,Household,PRD0028,624
01/12/23,Retail,FoodBazaar,Uptown Depot,Produce,PRD0019,62400
01/12/23,Retail,SuperShop,Uptown Depot,Bakery,PRD0018,6264
01/12/23,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0022,630
01/12/23,Retail,SuperShop,Lakeside Depot,Household,PRD0031,648
01/12/23,Retail,ValueStore,West Depot,Bakery,PRD0016,648
01/12/23,Retail,ValueStore,Harbor Depot,Meat,PRD0033,648
01/12/23,Retail,FoodBazaar,Central Depot,Household,PRD0039,648
01/12/23,Retail,SuperShop,Uptown Depot,Bakery,PRD0015,6528
01/12/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0015,6576
01/12/23,Retail,FoodBazaar,Downtown Depot,Household,PRD0031,672
01/12/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0021,675
01/12/23,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0026,6930
01/12/23,Retail,FoodBazaar,West Depot,Bakery,PRD0017,696
01/12/23,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0022,6975
01/12/23,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0018,7005
01/12/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0003,7065
01/12/23,Retail,ValueStore,Central Depot,Bakery,PRD0015,72
01/12/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0023,720
01/12/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,720
01/12/23,Retail,QuickPick,South Depot,Frozen Foods,PRD0025,720
01/12/23,Retail,SuperShop,Lakeside Depot,Produce,PRD0040,7200
01/12/23,Retail,ValueStore,Central Depot,Produce,PRD0019,7200
01/12/23,Online,FreshMart,North Depot,Seafood,PRD0029,72360
01/12/23,Retail,ValueStore,West Depot,Personal Care,PRD0024,7392
01/12/23,Retail,FoodBazaar,Lakeside Depot,Household,PRD0039,7416
01/12/23,Retail,SuperShop,Harbor Depot,Bakery,PRD0016,7464
01/12/23,Online,DailyNeeds,East Depot,Dairy,PRD0010,747798
01/12/23,Online,DailyNeeds,East Depot,Dairy,PRD0011,749293
01/12/23,Retail,ValueStore,Harbor Depot,Produce,PRD0019,77280
01/12/23,Retail,FoodBazaar,West Depot,Produce,PRD0040,7800
01/12/23,Retail,FoodBazaar,Lakeside Depot,Frozen Foods,PRD0023,810
01/12/23,Retail,SuperShop,Central Depot,Bakery,PRD0014,814.99992
01/12/23,Retail,SuperShop,Lakeside Depot,Household,PRD0028,816
01/12/23,Retail,QuickPick,Lakeside Depot,Produce,PRD0019,8160
01/12/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0004,8280
01/12/23,Retail,SuperShop,West Depot,Produce,PRD0040,8400
01/12/23,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0026,855
01/12/23,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0023,855
01/12/23,Retail,ValueStore,Harbor Depot,Snacks,PRD0007,8550
01/12/23,Retail,FoodBazaar,South Depot,Household,PRD0039,8592
01/12/23,Retail,FoodBazaar,West Depot,Bakery,PRD0018,864
01/12/23,Retail,SuperShop,Harbor Depot,Household,PRD0039,8664
01/12/23,Retail,ValueStore,Central Depot,Bakery,PRD0018,888
01/12/23,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0018,8928
01/12/23,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,90
01/12/23,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0026,90
01/12/23,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0025,90
01/12/23,Retail,ValueStore,Central Depot,Frozen Foods,PRD0026,900
01/12/23,Retail,ValueStore,Downtown Depot,Snacks,PRD0004,900
01/12/23,Retail,FoodBazaar,Downtown Depot,Produce,PRD0019,9120
01/12/23,Retail,FoodBazaar,Uptown Depot,Household,PRD0039,9192
01/12/23,Retail,SuperShop,South Depot,Bakery,PRD0016,936
01/12/23,Retail,ValueStore,West Depot,Bakery,PRD0015,936
01/12/23,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0025,945
01/12/23,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0026,945
01/12/23,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0023,945
01/12/23,Retail,SuperShop,Central Depot,Household,PRD0031,96
01/12/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0016,96
01/12/23,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,960
01/12/23,Retail,ValueStore,Downtown Depot,Produce,PRD0019,960
01/12/23,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,960
01/12/23,Retail,QuickPick,West Depot,Produce,PRD0019,960
01/12/23,Retail,QuickPick,Harbor Depot,Bakery,PRD0018,960
01/12/23,Retail,QuickPick,Downtown Depot,Bakery,PRD0017,984
01/12/23,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0022,9990
01/01/24,Retail,ValueStore,West Depot,Bakery,PRD0014,0
01/01/24,Retail,ValueStore,Uptown Depot,Household,PRD0031,0
01/01/24,Retail,ValueStore,West Depot,Bakery,PRD0015,0
01/01/24,Online,DailyNeeds,East Depot,Bakery,PRD0015,10032
01/01/24,Retail,FoodBazaar,West Depot,Produce,PRD0019,10080
01/01/24,Online,DailyNeeds,East Depot,Dairy,PRD0009,1024385
01/01/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0016,1032
01/01/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0028,1032
01/01/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0022,1035
01/01/24,Online,DailyNeeds,East Depot,Bakery,PRD0014,10392
01/01/24,Retail,ValueStore,Harbor Depot,Snacks,PRD0003,10395
01/01/24,Retail,ValueStore,West Depot,Bakery,PRD0017,1056
01/01/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0014,1056
01/01/24,Retail,ValueStore,Central Depot,Bakery,PRD0018,1080
01/01/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0026,1080
01/01/24,Retail,ValueStore,Central Depot,Produce,PRD0019,11040
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0005,1125
01/01/24,Retail,SuperShop,Lakeside Depot,Produce,PRD0040,11400
01/01/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0031,1152
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0013,11550
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0009,116562
01/01/24,Retail,SuperShop,South Depot,Bakery,PRD0016,1176
01/01/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0016,1176
01/01/24,Retail,SuperShop,Harbor Depot,Household,PRD0039,11802
01/01/24,Online,FreshMart,North Depot,Seafood,PRD0029,118080
01/01/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0022,12105
01/01/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0021,1215
01/01/24,Retail,SuperShop,Central Depot,Bakery,PRD0018,1224
01/01/24,Retail,ValueStore,South Depot,Bakery,PRD0017,1224
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0018,12358.00008
01/01/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0020,12465
01/01/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0030,1248
01/01/24,Retail,FoodBazaar,Harbor Depot,Produce,PRD0019,12480
01/01/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0023,1260
01/01/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0026,1260
01/01/24,Retail,QuickPick,Uptown Depot,Produce,PRD0040,12600
01/01/24,Retail,SuperShop,Central Depot,Bakery,PRD0014,1272
01/01/24,Retail,SuperShop,West Depot,Bakery,PRD0015,1272
01/01/24,Online,FreshMart,North Depot,Pantry,PRD0037,12900
01/01/24,Retail,SuperShop,Lakeside Depot,Household,PRD0031,1296
01/01/24,Retail,SuperShop,West Depot,Bakery,PRD0017,1296
01/01/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0026,1305
01/01/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0023,1305
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0021,1305
01/01/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0017,1320
01/01/24,Retail,SuperShop,West Depot,Produce,PRD0040,13200
01/01/24,Retail,FoodBazaar,Harbor Depot,Produce,PRD0040,13200
01/01/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0023,135
01/01/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0021,135
01/01/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0025,135
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0003,1350
01/01/24,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0021,1350
01/01/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0025,1350
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0022,13680
01/01/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0016,1392
01/01/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0004,1395
01/01/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0017,144
01/01/24,Retail,FoodBazaar,Central Depot,Household,PRD0039,144
01/01/24,Retail,QuickPick,West Depot,Bakery,PRD0015,144
01/01/24,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0020,1440
01/01/24,Retail,ValueStore,Lakeside Depot,Personal Care,PRD0024,1440
01/01/24,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0026,1440
01/01/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0016,1464
01/01/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0031,1464
01/01/24,Retail,QuickPick,Lakeside Depot,Produce,PRD0040,14800
01/01/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0022,15075
01/01/24,Retail,ValueStore,West Depot,Meat,PRD0033,1512
01/01/24,Retail,ValueStore,Harbor Depot,Frozen Foods,PRD0021,15165
01/01/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0022,15570
01/01/24,Retail,QuickPick,South Depot,Produce,PRD0040,15600
01/01/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0023,1575
01/01/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0021,1575
01/01/24,Retail,FoodBazaar,South Depot,Bakery,PRD0016,1584
01/01/24,Retail,ValueStore,Harbor Depot,Personal Care,PRD0024,16128
01/01/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0018,16176
01/01/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0007,1620
01/01/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0015,1632
01/01/24,Retail,FoodBazaar,South Depot,Household,PRD0031,1656
01/01/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0021,1665
01/01/24,Retail,SuperShop,Harbor Depot,Produce,PRD0019,167040
01/01/24,Retail,FoodBazaar,West Depot,Bakery,PRD0014,168
01/01/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0031,1680
01/01/24,Retail,FoodBazaar,Uptown Depot,Produce,PRD0040,16800
01/01/24,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0023,1687.00005
01/01/24,Retail,SuperShop,South Depot,Produce,PRD0040,17400
01/01/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0017,1752
01/01/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0015,1776
01/01/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0023,180
01/01/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0026,180
01/01/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0021,180
01/01/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0023,180
01/01/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0021,180
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0006,1800
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0007,1800
01/01/24,Retail,FoodBazaar,Harbor Depot,Frozen Foods,PRD0022,1800
01/01/24,Retail,QuickPick,Harbor Depot,Produce,PRD0040,18000
01/01/24,Online,DailyNeeds,East Depot,Pantry,PRD0037,180750
01/01/24,Retail,SuperShop,South Depot,Household,PRD0031,1824
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0017,1824
01/01/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0017,1824
01/01/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0017,1848
01/01/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0015,1848
01/01/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0028,1848
01/01/24,Online,DailyNeeds,East Depot,Dairy,PRD0013,186080
01/01/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0014,1872
01/01/24,Retail,QuickPick,Downtown Depot,Frozen Foods,PRD0022,1890
01/01/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0014,1896
01/01/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0016,192
01/01/24,Retail,QuickPick,West Depot,Bakery,PRD0017,192
01/01/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0014,1920
01/01/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0015,1920
01/01/24,Retail,ValueStore,Downtown Depot,Produce,PRD0019,1920
01/01/24,Retail,FoodBazaar,West Depot,Bakery,PRD0018,1920
01/01/24,Retail,QuickPick,South Depot,Produce,PRD0019,1920
01/01/24,Retail,QuickPick,Uptown Depot,Produce,PRD0019,19200
01/01/24,Retail,FoodBazaar,Uptown Depot,Frozen Foods,PRD0022,1935
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0004,19395
01/01/24,Retail,ValueStore,Harbor Depot,Meat,PRD0033,1968
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0017,1968
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0015,1968
01/01/24,Retail,QuickPick,Downtown Depot,Bakery,PRD0015,1968
01/01/24,Retail,QuickPick,Lakeside Depot,Bakery,PRD0017,1968
01/01/24,Retail,SuperShop,West Depot,Produce,PRD0019,19680
01/01/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0020,1980
01/01/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0023,1980
01/01/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0025,1980
01/01/24,Retail,ValueStore,West Depot,Snacks,PRD0007,1980
01/01/24,Retail,FoodBazaar,South Depot,Frozen Foods,PRD0022,1980
01/01/24,Retail,ValueStore,South Depot,Bakery,PRD0014,1992
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0010,200215
01/01/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0017,2016
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0014,2016
01/01/24,Retail,SuperShop,West Depot,Bakery,PRD0018,2064
01/01/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0015,2064
01/01/24,Retail,SuperShop,Harbor Depot,Frozen Foods,PRD0021,2070
01/01/24,Retail,SuperShop,Harbor Depot,Bakery,PRD0017,2112
01/01/24,Retail,SuperShop,South Depot,Produce,PRD0019,21120
01/01/24,Retail,ValueStore,Downtown Depot,Bakery,PRD0017,216
01/01/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0022,2160
01/01/24,Retail,FoodBazaar,Harbor Depot,Household,PRD0028,2160
01/01/24,Retail,SuperShop,South Depot,Household,PRD0028,2208
01/01/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0016,2208
01/01/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0020,225
01/01/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0020,225
01/01/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0023,2295
01/01/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0020,2340
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0023,2340
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0016,2350.99992
01/01/24,Retail,FoodBazaar,Central Depot,Household,PRD0028,24
01/01/24,Retail,QuickPick,West Depot,Bakery,PRD0014,24
01/01/24,Retail,ValueStore,Central Depot,Bakery,PRD0015,240
01/01/24,Retail,ValueStore,Downtown Depot,Personal Care,PRD0024,240
01/01/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0016,2400
01/01/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0017,2400
01/01/24,Retail,QuickPick,West Depot,Produce,PRD0040,2400
01/01/24,Retail,SuperShop,South Depot,Bakery,PRD0017,2424
01/01/24,Retail,FoodBazaar,Downtown Depot,Household,PRD0039,2424
01/01/24,Retail,SuperShop,Uptown Depot,Frozen Foods,PRD0023,2430
01/01/24,Retail,ValueStore,Lakeside Depot,Frozen Foods,PRD0021,2430
01/01/24,Retail,FoodBazaar,South Depot,Bakery,PRD0015,2446.00008
01/01/24,Retail,SuperShop,West Depot,Household,PRD0039,2448
01/01/24,Retail,FoodBazaar,South Depot,Household,PRD0028,2448
01/01/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0017,2448
01/01/24,Retail,SuperShop,Lakeside Depot,Household,PRD0039,2496
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0015,2496
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0016,2520
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0014,2568
01/01/24,Retail,SuperShop,Lakeside Depot,Produce,PRD0019,25920
01/01/24,Retail,ValueStore,South Depot,Bakery,PRD0018,2616
01/01/24,Retail,FoodBazaar,West Depot,Household,PRD0028,264
01/01/24,Retail,SuperShop,Uptown Depot,Household,PRD0028,2640
01/01/24,Retail,FoodBazaar,South Depot,Bakery,PRD0014,2664
01/01/24,Retail,FoodBazaar,Downtown Depot,Bakery,PRD0018,2688
01/01/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0021,270
01/01/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0026,270
01/01/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0022,270
01/01/24,Retail,QuickPick,West Depot,Frozen Foods,PRD0022,270
01/01/24,Retail,ValueStore,West Depot,Snacks,PRD0004,2700
01/01/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0015,2736
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0018,2784
01/01/24,Retail,FoodBazaar,South Depot,Produce,PRD0019,28320
01/01/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0022,2835
01/01/24,Retail,FoodBazaar,Central Depot,Bakery,PRD0016,288
01/01/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0022,2880
01/01/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0022,2880
01/01/24,Retail,QuickPick,Harbor Depot,Produce,PRD0019,2880
01/01/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0018,2904
01/01/24,Retail,ValueStore,Central Depot,Snacks,PRD0005,2925
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0026,2925
01/01/24,Retail,SuperShop,Lakeside Depot,Frozen Foods,PRD0022,2970
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0006,29835
01/01/24,Retail,SuperShop,Lakeside Depot,Bakery,PRD0017,3024
01/01/24,Retail,FoodBazaar,South Depot,Household,PRD0030,3048
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0007,30600
01/01/24,Online,FreshMart,North Depot,Dairy,PRD0012,309852
01/01/24,Retail,ValueStore,West Depot,Snacks,PRD0003,3105
01/01/24,Retail,ValueStore,West Depot,Snacks,PRD0005,3105
01/01/24,Retail,SuperShop,Central Depot,Household,PRD0028,312
01/01/24,Retail,ValueStore,South Depot,Bakery,PRD0015,312
01/01/24,Retail,ValueStore,South Depot,Bakery,PRD0016,312
01/01/24,Retail,SuperShop,Uptown Depot,Produce,PRD0040,31200
01/01/24,Online,DailyNeeds,East Depot,Bakery,PRD0018,31392
01/01/24,Retail,FoodBazaar,Lakeside Depot,Household,PRD0039,3144
01/01/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0023,315
01/01/24,Retail,SuperShop,West Depot,Frozen Foods,PRD0021,315
01/01/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0026,315
01/01/24,Retail,FoodBazaar,West Depot,Frozen Foods,PRD0026,315
01/01/24,Retail,QuickPick,South Depot,Frozen Foods,PRD0023,315
01/01/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0022,3150
01/01/24,Retail,FoodBazaar,Lakeside Depot,Produce,PRD0019,31680
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0025,3195
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0020,3195
01/01/24,Retail,FoodBazaar,Uptown Depot,Household,PRD0030,3216
01/01/24,Online,DailyNeeds,East Depot,Snacks,PRD0005,32400
01/01/24,Retail,ValueStore,Central Depot,Snacks,PRD0004,3285
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0020,3330
01/01/24,Retail,SuperShop,West Depot,Bakery,PRD0016,336
01/01/24,Retail,ValueStore,Central Depot,Bakery,PRD0014,336
01/01/24,Retail,ValueStore,Central Depot,Bakery,PRD0016,336
01/01/24,Retail,ValueStore,Central Depot,Bakery,PRD0017,336
01/01/24,Retail,ValueStore,Central Depot,Personal Care,PRD0024,3360
01/01/24,Retail,SuperShop,Uptown Depot,Bakery,PRD0014,3384
01/01/24,Retail,QuickPick,Uptown Depot,Bakery,PRD0015,3384
01/01/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0022,3420
01/01/24,Online,FreshMart,North Depot,Pantry,PRD0034,3450
01/01/24,Retail,ValueStore,Central Depot,Snacks,PRD0007,3465
01/01/24,Retail,ValueStore,South Depot,Personal Care,PRD0024,3504
01/01/24,Retail,ValueStore,Uptown Depot,Bakery,PRD0018,3528
01/01/24,Retail,FoodBazaar,Uptown Depot,Bakery,PRD0017,3576
01/01/24,Retail,ValueStore,Downtown Depot,Frozen Foods,PRD0020,360
01/01/24,Retail,FoodBazaar,Downtown Depot,Frozen Foods,PRD0023,360
01/01/24,Retail,QuickPick,Lakeside Depot,Frozen Foods,PRD0023,360
01/01/24,Online,FreshMart,North Depot,Snacks,PRD0002,3600
01/01/24,Retail,FoodBazaar,West Depot,Produce,PRD0040,3600
01/01/24,Retail,FoodBazaar,Harbor Depot,Bakery,PRD0018,3624
01/01/24,Retail,ValueStore,West Depot,Frozen Foods,PRD0026,3690
01/01/24,Retail,ValueStore,Harbor Depot,Produce,PRD0019,36960
01/01/24,Retail,ValueStore,Harbor Depot,Bakery,PRD0018,3768
01/01/24,Retail,SuperShop,Central Depot,Household,PRD0039,384
01/01/24,Retail,SuperShop,West Depot,Bakery,PRD0014,384
01/01/24,Retail,SuperShop,South Depot,Frozen Foods,PRD0022,3915
01/01/24,Retail,SuperShop,South Depot,Bakery,PRD0014,3936
01/01/24,Retail,SuperShop,Uptown Depot,Produce,PRD0019,39840
01/01/24,Retail,ValueStore,South Depot,Snacks,PRD0004,4005
01/01/24,Retail,QuickPick,Harbor Depot,Frozen Foods,PRD0025,404.0001
01/01/24,Retail,ValueStore,Lakeside Depot,Snacks,PRD0005,405
01/01/24,Retail,ValueStore,Central Depot,Frozen Foods,PRD0021,4050
01/01/24,Retail,SuperShop,Central Depot,Bakery,PRD0016,408
01/01/24,Retail,SuperShop,Central Depot,Bakery,PRD0017,408
01/01/24,Retail,QuickPick,Harbor Depot,Bakery,PRD0015,408
01/01/24,Retail,ValueStore,West Depot,Personal Care,PRD0024,4080
01/01/24,Retail,ValueStore,Central Depot,Snacks,PRD0003,4095
01/01/24,Retail,FoodBazaar,South Depot,Bakery,PRD0018,4102.00008
01/01/24,Retail,FoodBazaar,Lakeside Depot,Bakery,PRD0018,4152
01/01/24,Retail,ValueStore,Lakeside Depot,Produce,PRD0019,42240
01/01/24,Retail,SuperShop,Harbor Depot,Household,PRD0031,4296
01/01/24,Retail,ValueStore,West Depot,Bakery,PRD0016,432
01/01/24,Retail,ValueStore,South Depot,Snacks,PRD0003,4320
01/01/24,Retail,ValueStore,South Depot,Frozen Foods,PRD0023,4365
01/01/24,Retail,ValueStore,Uptown Depot,Frozen Foods,PRD0026,4410
01/01/24,Online,DailyNeeds,East Depot,Pantry,PRD0036,44400
01/01/24,Retail,FoodBazaar,Central Depot,Frozen Foods,PRD0021,45
01/01/24,Retail,QuickPick,Uptown Depot,Frozen Foods,PRD0025,450
01/01/24,Retail,QuickPick,South Depot,Bakery,PRD0016,456
